marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing
married,6,female,3,sleeping,no,1795936,blue,4,3,543,jammu,11,tamil,no,16,20,hiphop,yes,yes,virtual,soft,no
married,24,unspecified,2,traveling,yes,7135245,red,2,11,3954,delhi,15,punjabi,yes,12,3,cover,yes,no,augmented,hard,no
married,27,male,1,cooking,yes,5381784,orange,2,10,396,srinagar,10,tamil,yes,21,10,rock,yes,yes,virtual,fluffy,no
divorced,21,female,1,reading,no,309195,brown,3,11,263,jaipur,9,tamil,yes,10,39,hiphop,yes,yes,indoor,silky,no
unmarried,35,female,2,sports,yes,987529,pink,2,12,2551,gandhinagar,15,punjabi,no,15,10,rock,no,no,outdoor,soft,no
divorced,21,male,4,dancing,no,3350881,red,1,8,1718,kolkata,1,punjabi,no,15,34,metallic,yes,no,augmented,silky,not so often
unmarried,42,female,3,acting,no,5007892,blue,2,9,1507,gandhinagar,16,telugu,yes,21,4,soft,yes,no,augmented,fluffy,yes
unmarried,73,male,1,traveling,no,738824,green,4,11,370,shimla,6,hindi,no,18,30,jaaz,yes,no,indoor,silky,not so often
married,17,male,3,sleeping,no,4782671,white,1,8,2334,patna,5,kannada,no,12,7,folk,yes,no,outdoor,fluffy,not so often
married,23,male,1,singing,no,3017170,orange,2,10,1552,gandhinagar,6,hindi,no,16,16,pop,no,no,augmented,fluffy,yes
married,7,female,3,sports,yes,1884102,green,2,8,3972,mumbai,15,bengali,yes,13,21,soft,yes,yes,indoor,fluffy,yes
unmarried,11,male,3,cooking,no,837270,red,2,7,1718,agartala,5,hindi,yes,13,12,metallic,no,no,indoor,fluffy,yes
married,19,male,2,singing,yes,2338408,red,2,8,1825,bangalore,6,punjabi,yes,16,36,mashups,yes,yes,virtual,matte,yes
married,18,male,2,sports,no,104907,green,2,5,768,delhi,7,bengali,yes,14,12,jaaz,yes,no,indoor,matte,no
unmarried,30,male,2,reading,no,277431,green,4,8,1902,panaji,3,malayalam,no,12,4,folk,yes,no,augmented,matte,yes
widow,25,female,3,watching,no,7850318,orange,2,9,3912,bhubaneswar,1,tamil,no,10,17,folk,yes,no,outdoor,silky,no
married,31,male,1,dancing,yes,1079127,brown,1,5,521,kolkata,4,telugu,yes,13,10,folk,no,yes,virtual,soft,not so often
married,25,female,2,singing,no,657054,pink,2,12,602,imphal,13,marathi,yes,14,8,soft,no,no,indoor,soft,no
married,11,female,3,sleeping,no,8154472,blue,1,4,395,patna,15,marathi,yes,17,28,cover,yes,no,outdoor,silky,not so often
unmarried,6,female,2,reading,no,8348261,orange,2,10,1767,chandigarh,15,marathi,yes,12,7,cover,no,yes,virtual,hard,not so often
unmarried,31,male,3,dancing,no,5321373,yellow,2,5,2389,chennai,15,tamil,no,8,3,romantic,yes,no,outdoor,silky,no
unmarried,60,female,1,sports,yes,2208382,green,2,8,486,hyderbad,10,punjabi,yes,6,4,hiphop,no,yes,augmented,silky,yes
unmarried,46,female,3,traveling,yes,215870,blue,1,8,370,bangalore,10,telugu,yes,16,39,folk,yes,yes,augmented,hard,yes
married,10,female,2,reading,yes,851246,red,4,5,543,chandigarh,4,kannada,yes,6,36,rock,yes,yes,augmented,hard,no
married,30,male,2,reading,yes,1360106,brown,8,10,2573,itanagar,21,malayalam,yes,12,33,folk,yes,no,outdoor,hard,yes
unmarried,29,male,3,traveling,yes,680555,green,2,0,2334,mumbai,1,marathi,yes,13,1,pop,no,no,outdoor,silky,no
divorced,53,female,3,watching,no,214791,grey,2,12,355,bhubaneswar,8,punjabi,yes,17,29,cover,no,yes,outdoor,fluffy,yes
married,48,male,2,traveling,yes,716230,blue,2,10,2551,chennai,4,marathi,yes,14,20,hiphop,yes,no,virtual,hard,no
unmarried,19,male,2,watching,no,148716,grey,1,5,845,lucknow,2,punjabi,yes,16,14,jaaz,yes,yes,augmented,matte,no
divorced,19,male,1,acting,no,1795936,orange,2,8,1394,jammu,2,tamil,no,14,19,soft,no,no,indoor,silky,not so often
divorced,57,male,3,traveling,no,2208382,black,1,10,2551,patna,28,punjabi,no,18,28,metallic,no,no,indoor,matte,not so often
married,25,male,2,traveling,no,310904,orange,1,12,395,dispur,6,punjabi,no,12,8,jaaz,no,no,outdoor,hard,not so often
married,26,male,3,reading,yes,9258371,grey,1,10,2831,chandigarh,10,hindi,yes,5,2,rock,yes,yes,indoor,fluffy,yes
married,6,male,3,sleeping,yes,6394389,brown,1,8,2445,mumbai,7,malayalam,yes,13,4,mashups,yes,no,indoor,silky,not so often
married,8,male,4,watching,no,851246,white,4,10,2551,vijayawada,2,punjabi,yes,14,20,rock,no,yes,augmented,fluffy,no
married,6,male,1,dancing,yes,310904,green,2,8,2160,gangtok,3,punjabi,yes,14,28,romantic,no,no,virtual,matte,no
married,21,male,2,dancing,yes,131480,red,3,8,1516,agartala,7,punjabi,yes,21,1,metallic,yes,yes,indoor,hard,yes
married,58,female,3,volunteering,yes,6941819,red,2,8,533,lucknow,10,hindi,yes,17,30,mashups,yes,no,augmented,matte,not so often
married,34,male,2,sleeping,no,2338408,green,2,1,831,jammu,5,malayalam,yes,4,9,romantic,yes,no,augmented,fluffy,yes
married,45,male,1,watching,no,260870,red,2,10,543,bangalore,3,telugu,yes,21,20,romantic,no,yes,outdoor,fluffy,yes
divorced,22,male,1,reading,yes,8348261,pink,4,10,543,panaji,6,kannada,yes,7,8,metallic,no,yes,indoor,fluffy,yes
widow,26,female,1,sports,yes,8543553,green,3,7,1987,bangalore,18,marathi,no,13,11,pop,no,no,virtual,fluffy,yes
divorced,23,female,1,sports,no,505020,yellow,2,5,1219,ranchi,15,telugu,yes,14,8,folk,yes,yes,augmented,hard,not so often
married,26,male,1,volunteering,yes,111985,purple,1,7,673,jaipur,5,malayalam,yes,13,20,cover,no,yes,indoor,soft,no
married,27,male,1,cooking,no,3046609,yellow,2,4,963,dispur,10,marathi,yes,6,1,folk,no,no,augmented,hard,no
married,52,male,3,sports,yes,5007892,yellow,2,6,2573,itanagar,2,kannada,yes,22,20,jaaz,yes,yes,virtual,matte,not so often
married,25,female,3,sleeping,no,1079127,pink,2,11,2375,bangalore,6,punjabi,no,15,25,romantic,yes,no,outdoor,fluffy,no
married,22,female,2,volunteering,no,967908,grey,2,11,828,agartala,5,malayalam,yes,12,40,metallic,no,yes,augmented,fluffy,no
unmarried,5,male,3,sleeping,no,816236,pink,2,10,1633,patna,18,bengali,yes,2,12,folk,no,no,indoor,hard,yes
married,46,male,2,traveling,no,652739,pink,4,1,3139,gandhinagar,9,hindi,yes,23,19,mashups,no,yes,virtual,matte,yes
married,27,female,3,dancing,no,754169,green,2,8,1468,shillong,15,malayalam,yes,15,20,cover,yes,yes,outdoor,soft,no
unmarried,27,male,1,volunteering,yes,816236,orange,2,8,3954,shimla,2,bengali,no,18,1,folk,yes,yes,augmented,matte,no
divorced,14,female,3,sports,yes,9525596,blue,2,7,963,dispur,1,punjabi,yes,9,12,hiphop,yes,yes,virtual,matte,not so often
married,55,male,2,dancing,no,111985,black,1,9,2389,lucknow,15,tamil,yes,12,9,romantic,no,no,augmented,hard,not so often
unmarried,11,female,3,traveling,no,399312,purple,2,8,897,srinagar,14,marathi,yes,22,8,metallic,yes,no,augmented,fluffy,not so often
married,43,male,1,traveling,yes,4823265,white,2,10,306,agartala,10,malayalam,yes,14,36,romantic,yes,no,augmented,matte,no
unmarried,25,female,2,sports,yes,1795936,orange,7,12,1869,agartala,6,punjabi,no,14,15,pop,yes,no,augmented,silky,yes
unmarried,20,male,2,singing,no,4648178,pink,2,10,2733,khammam,3,punjabi,yes,9,23,hiphop,yes,yes,indoor,fluffy,yes
married,32,male,1,watching,yes,588503,brown,7,6,1767,shillong,4,telugu,yes,16,23,pop,no,no,outdoor,soft,yes
married,59,female,2,reading,no,4648178,grey,1,9,1130,bangalore,16,telugu,yes,5,1,cover,no,yes,outdoor,hard,not so often
married,30,female,3,dancing,yes,893732,brown,4,11,3214,chandigarh,6,tamil,yes,12,23,rock,yes,no,indoor,matte,yes
married,28,male,3,sleeping,no,9258371,red,1,0,883,jaipur,4,malayalam,yes,0,15,soft,no,yes,indoor,hard,yes
divorced,30,female,1,sports,yes,9525596,purple,1,12,3979,jaipur,1,kannada,no,3,23,metallic,yes,no,virtual,silky,no
married,8,male,1,sleeping,yes,589089,purple,1,9,2160,bhubaneswar,7,punjabi,no,7,14,pop,no,no,virtual,silky,yes
married,20,male,1,volunteering,no,5797253,grey,2,7,3467,bangalore,3,hindi,yes,5,10,hiphop,yes,yes,augmented,silky,not so often
divorced,48,male,3,dancing,yes,8017090,red,2,5,2699,mumbai,9,tamil,no,14,13,cover,no,yes,virtual,hard,not so often
married,23,male,1,singing,no,8596595,blue,4,10,2558,patna,5,telugu,no,15,19,cover,no,no,indoor,silky,no
married,42,male,3,watching,no,6251352,pink,2,12,602,mumbai,1,telugu,yes,12,20,hiphop,yes,yes,outdoor,fluffy,no
married,18,male,2,acting,yes,6153800,brown,2,10,2573,kolkata,4,bengali,yes,12,3,romantic,yes,yes,indoor,silky,yes
married,30,male,3,reading,yes,938438,yellow,2,8,963,raipur,1,tamil,yes,15,23,folk,no,yes,augmented,fluffy,not so often
unmarried,22,female,3,singing,yes,980184,orange,2,10,1219,srinagar,1,kannada,yes,13,36,pop,no,no,virtual,fluffy,no
widow,28,male,3,cooking,yes,309195,black,1,8,2690,hyderbad,17,telugu,yes,14,10,metallic,yes,yes,outdoor,matte,yes
unmarried,72,male,2,acting,yes,1884102,pink,1,6,2558,chandigarh,3,punjabi,no,17,1,pop,no,yes,augmented,soft,yes
unmarried,20,male,3,watching,no,1069422,pink,1,5,407,agartala,4,tamil,no,8,10,hiphop,no,yes,virtual,soft,not so often
unmarried,34,male,3,traveling,yes,335973,black,2,0,2375,mumbai,5,marathi,no,23,25,mashups,yes,no,indoor,fluffy,yes
married,5,unspecified,4,sleeping,no,8273815,purple,4,7,3467,shillong,28,tamil,yes,22,2,soft,yes,yes,outdoor,silky,not so often
married,41,male,2,reading,no,403987,brown,1,8,2832,hyderbad,7,tamil,yes,16,10,metallic,no,no,indoor,silky,no
married,16,unspecified,3,cooking,no,3498858,red,2,10,2202,shimla,2,malayalam,no,14,6,folk,yes,yes,indoor,soft,not so often
divorced,18,male,2,sleeping,no,309195,yellow,2,10,3467,bangalore,17,hindi,no,6,3,mashups,no,yes,virtual,silky,not so often
unmarried,20,female,1,watching,yes,310904,yellow,1,5,1767,chandigarh,6,punjabi,yes,13,38,soft,yes,no,outdoor,silky,yes
unmarried,33,male,2,singing,no,335973,black,1,10,1503,raipur,17,marathi,yes,14,31,rock,no,no,outdoor,matte,yes
married,8,female,2,traveling,yes,837270,green,4,8,1507,bhopal,9,bengali,yes,14,27,metallic,yes,no,indoor,matte,no
unmarried,8,female,1,traveling,yes,399312,blue,4,5,1552,kolkata,20,marathi,yes,16,40,pop,no,yes,augmented,fluffy,yes
married,72,male,1,dancing,no,436464,grey,4,1,379,thiruvananthapuram,2,bengali,yes,14,10,hiphop,no,yes,augmented,matte,yes
married,42,female,3,sports,no,656271,yellow,2,9,3832,imphal,23,tamil,no,9,23,romantic,yes,yes,virtual,fluffy,yes
married,42,male,3,volunteering,yes,148716,black,2,1,2672,bhopal,8,kannada,yes,14,7,metallic,no,no,virtual,matte,yes
married,31,male,2,watching,yes,589089,black,2,8,1394,ranchi,5,marathi,yes,14,28,mashups,no,no,outdoor,hard,no
married,8,male,1,reading,yes,1795936,white,2,11,963,shimla,10,malayalam,yes,13,19,jaaz,yes,no,augmented,hard,yes
married,28,female,2,cooking,no,8543553,grey,2,5,2551,delhi,9,tamil,yes,11,3,hiphop,no,yes,outdoor,soft,yes
married,31,female,2,sports,yes,112202,brown,4,10,875,chandigarh,3,hindi,yes,14,23,rock,no,no,virtual,matte,yes
married,59,male,3,dancing,no,1164430,white,3,12,519,gandhinagar,4,bengali,yes,13,10,metallic,yes,no,outdoor,hard,no
unmarried,14,female,3,volunteering,yes,816236,black,8,7,3214,shimla,14,punjabi,yes,13,16,soft,no,no,indoor,matte,yes
married,29,male,3,sleeping,yes,589089,brown,3,2,3954,srinagar,6,hindi,yes,14,20,rock,no,no,indoor,fluffy,no
married,21,male,3,acting,no,3832751,grey,7,5,1503,bangalore,15,punjabi,yes,9,15,hiphop,no,no,augmented,hard,not so often
married,25,male,2,sleeping,yes,1069422,purple,2,4,883,kolkata,6,hindi,no,14,17,pop,no,yes,virtual,soft,not so often
divorced,30,female,3,cooking,yes,7775818,red,2,9,831,bhubaneswar,15,kannada,yes,1,5,romantic,no,yes,outdoor,soft,yes
unmarried,52,male,1,volunteering,no,8596595,purple,2,0,1649,kolkata,10,bengali,yes,24,3,cover,yes,yes,indoor,soft,no
unmarried,11,female,1,watching,no,967908,green,4,10,1219,raipur,13,punjabi,yes,12,36,folk,yes,no,indoor,soft,yes
unmarried,59,female,1,singing,yes,2338408,blue,4,4,845,ranchi,6,punjabi,yes,15,28,pop,no,no,augmented,soft,no
married,19,male,2,traveling,no,893732,brown,2,8,3749,patna,2,bengali,yes,14,6,mashups,no,no,virtual,soft,yes
unmarried,24,female,2,traveling,yes,2753719,pink,2,10,673,chandigarh,9,bengali,yes,14,39,jaaz,no,no,outdoor,hard,no
divorced,17,male,2,dancing,yes,556724,white,2,10,533,panaji,1,hindi,yes,21,28,pop,no,yes,outdoor,hard,no
unmarried,25,female,3,volunteering,yes,5797253,red,8,9,379,dispur,10,kannada,no,15,23,romantic,yes,no,augmented,matte,yes
married,72,female,2,acting,no,656271,orange,1,9,828,gandhinagar,4,marathi,yes,7,15,romantic,no,no,indoor,silky,no
married,55,male,1,sports,no,2651024,grey,4,7,379,itanagar,5,malayalam,no,17,5,pop,yes,yes,indoor,fluffy,yes
married,20,male,2,traveling,yes,9525596,black,7,5,3749,raipur,8,telugu,yes,15,21,soft,yes,yes,augmented,fluffy,not so often
married,21,female,1,reading,yes,7850318,grey,2,4,1166,srinagar,23,marathi,no,14,7,cover,yes,yes,virtual,matte,not so often
widow,33,male,3,acting,yes,967908,black,3,12,1399,delhi,16,tamil,yes,12,39,rock,no,yes,outdoor,hard,no
married,36,male,3,sleeping,no,589089,green,2,3,543,dispur,15,malayalam,yes,21,5,metallic,no,yes,indoor,matte,no
married,36,unspecified,3,reading,no,716230,yellow,2,5,1507,gandhinagar,20,malayalam,yes,12,33,mashups,yes,no,augmented,soft,not so often
divorced,52,male,2,watching,no,3832751,red,1,5,519,patna,28,marathi,yes,16,1,folk,no,yes,virtual,fluffy,no
married,17,male,4,cooking,yes,8273815,orange,1,11,1516,lucknow,1,tamil,no,3,1,soft,no,yes,virtual,fluffy,not so often
married,27,male,3,volunteering,no,6683746,purple,7,4,1507,gandhinagar,25,punjabi,yes,7,19,cover,yes,no,virtual,fluffy,not so often
divorced,33,male,4,sleeping,no,403987,purple,1,8,3972,mumbai,5,kannada,yes,20,11,mashups,yes,no,augmented,soft,yes
married,42,female,1,traveling,no,403987,brown,2,10,883,jaipur,23,kannada,no,20,1,mashups,no,no,augmented,soft,not so often
unmarried,72,female,2,sleeping,yes,1079127,blue,2,11,2832,jaipur,15,tamil,no,15,5,folk,yes,yes,virtual,soft,not so often
married,27,female,2,dancing,no,8543553,purple,2,5,1507,bangalore,23,telugu,yes,15,11,jaaz,yes,yes,augmented,soft,yes
married,36,male,3,volunteering,yes,967908,white,1,10,1542,panaji,25,marathi,yes,3,6,romantic,no,no,augmented,matte,no
unmarried,62,male,3,dancing,yes,111985,orange,2,8,370,srinagar,10,punjabi,yes,12,9,metallic,yes,yes,indoor,fluffy,not so often
married,19,female,3,cooking,no,8543553,grey,4,10,1825,bhopal,24,tamil,no,11,8,pop,yes,no,outdoor,silky,no
married,35,male,1,acting,yes,8017090,green,2,5,1758,vijayawada,4,bengali,no,4,23,mashups,no,no,indoor,matte,not so often
married,20,male,3,sleeping,yes,8543553,red,2,5,251,hyderbad,23,telugu,no,1,28,metallic,no,yes,indoor,soft,yes
unmarried,19,female,3,traveling,no,984830,purple,2,10,1399,mumbai,8,bengali,yes,17,9,romantic,yes,yes,outdoor,soft,not so often
married,19,male,2,sleeping,no,310904,red,2,9,1468,ranchi,6,tamil,yes,14,16,metallic,yes,yes,outdoor,silky,yes
unmarried,18,male,1,cooking,yes,428343,white,7,10,3912,kolkata,5,punjabi,yes,16,9,cover,no,yes,virtual,matte,not so often
divorced,60,male,2,singing,yes,3350881,grey,4,9,963,panaji,10,hindi,yes,16,31,rock,no,yes,virtual,fluffy,not so often
married,42,male,2,dancing,no,7775818,black,1,8,1394,thiruvananthapuram,5,hindi,yes,21,40,folk,yes,no,virtual,silky,no
married,67,male,2,volunteering,no,2338408,brown,7,5,2299,patna,15,malayalam,yes,5,11,metallic,yes,no,indoor,matte,not so often
unmarried,19,female,3,cooking,yes,949312,black,2,10,251,bangalore,20,punjabi,yes,9,17,romantic,yes,yes,virtual,matte,not so often
unmarried,25,female,1,sleeping,no,6251352,red,2,5,3954,bhubaneswar,13,hindi,yes,13,14,soft,yes,no,virtual,matte,no
married,21,female,1,singing,yes,588503,purple,2,4,379,hyderbad,10,telugu,yes,12,20,jaaz,yes,yes,virtual,soft,yes
divorced,59,unspecified,3,traveling,yes,910711,grey,2,5,3972,shillong,14,punjabi,no,24,40,metallic,no,yes,augmented,soft,no
married,60,female,3,reading,yes,3017170,grey,1,7,2832,gandhinagar,8,punjabi,no,21,12,jaaz,yes,no,augmented,matte,yes
unmarried,48,female,1,sports,yes,335973,pink,1,0,519,lucknow,3,telugu,no,9,19,rock,yes,no,augmented,soft,yes
married,15,male,2,traveling,yes,309195,orange,2,5,2048,ranchi,6,telugu,yes,17,20,hiphop,yes,no,augmented,soft,not so often
married,30,female,1,watching,yes,336197,pink,2,10,1244,gangtok,6,punjabi,yes,14,23,pop,yes,no,virtual,soft,yes
unmarried,5,unspecified,1,cooking,yes,260870,orange,2,12,3972,shillong,16,bengali,no,12,10,cover,no,yes,virtual,soft,yes
divorced,48,male,2,sports,no,984830,yellow,3,9,251,gangtok,4,tamil,yes,12,1,folk,no,no,augmented,soft,not so often
married,52,male,2,singing,no,837270,blue,1,8,1987,bhubaneswar,9,tamil,no,15,5,romantic,yes,yes,virtual,fluffy,no
married,26,unspecified,2,cooking,yes,680555,green,7,12,875,shillong,15,bengali,yes,13,3,rock,no,no,augmented,matte,yes
married,22,female,2,traveling,yes,893732,purple,4,9,3214,hyderbad,6,tamil,yes,5,6,metallic,no,yes,augmented,matte,not so often
unmarried,19,male,3,watching,no,980184,red,4,9,673,hyderbad,1,bengali,yes,14,39,hiphop,yes,no,indoor,hard,yes
unmarried,34,male,3,singing,yes,8543553,grey,1,0,521,bangalore,2,bengali,yes,13,13,romantic,no,no,outdoor,hard,no
divorced,23,female,2,watching,no,3046609,white,2,6,1166,panaji,2,punjabi,no,13,10,cover,yes,no,outdoor,soft,not so often
married,30,male,4,sleeping,yes,574390,black,1,10,1902,dispur,20,bengali,yes,14,8,soft,no,yes,virtual,fluffy,no
married,30,male,1,reading,no,837270,white,2,9,3467,bangalore,24,malayalam,yes,4,9,cover,no,yes,augmented,soft,no
married,30,male,3,watching,yes,6153800,purple,2,3,1516,dispur,6,telugu,yes,14,11,pop,no,yes,virtual,hard,no
married,52,male,4,acting,no,893732,grey,2,9,3979,ranchi,4,bengali,yes,20,23,hiphop,no,no,outdoor,soft,yes
married,22,male,1,sleeping,yes,2208382,pink,2,9,602,hyderbad,16,marathi,yes,13,26,soft,yes,yes,augmented,matte,no
married,19,female,1,sports,no,335973,purple,2,0,673,kohima,21,malayalam,no,24,19,rock,yes,no,augmented,silky,yes
unmarried,41,female,3,sleeping,no,987529,blue,7,10,407,itanagar,15,punjabi,yes,17,7,metallic,no,yes,outdoor,silky,no
married,10,male,3,cooking,yes,150237,green,2,2,1503,mumbai,23,marathi,yes,13,15,pop,no,yes,augmented,hard,not so often
widow,34,female,3,dancing,yes,2074427,green,2,8,2445,ranchi,3,tamil,no,17,19,hiphop,no,yes,virtual,hard,not so often
married,62,male,2,sleeping,yes,3498858,green,1,4,2690,chandigarh,4,bengali,no,14,3,pop,no,no,virtual,silky,no
unmarried,8,male,3,sleeping,yes,589089,green,2,2,884,gangtok,1,kannada,yes,21,1,pop,yes,no,indoor,silky,not so often
married,59,male,3,traveling,no,735697,yellow,1,8,632,kolkata,14,malayalam,yes,12,10,cover,yes,yes,virtual,matte,not so often
unmarried,27,female,3,traveling,yes,1718402,green,2,11,2389,aizawl,20,kannada,yes,16,23,rock,yes,yes,outdoor,silky,not so often
married,21,male,1,sleeping,no,680555,red,2,11,883,thiruvananthapuram,6,malayalam,no,17,18,rock,yes,no,outdoor,silky,no
widow,14,male,2,acting,no,8273815,pink,2,8,3286,shimla,5,telugu,yes,14,11,metallic,yes,yes,indoor,fluffy,no
unmarried,26,unspecified,1,cooking,yes,104907,white,7,3,3467,shimla,3,tamil,yes,7,29,hiphop,yes,no,virtual,soft,yes
divorced,60,female,1,volunteering,yes,329840,purple,2,5,519,jaipur,4,punjabi,yes,14,20,cover,no,no,indoor,silky,no
unmarried,35,male,1,reading,yes,5797253,black,3,10,3214,lucknow,6,kannada,no,6,34,metallic,no,no,virtual,soft,no
divorced,56,female,3,sports,no,987529,pink,2,9,2445,patna,15,hindi,yes,17,17,hiphop,no,yes,augmented,soft,no
married,42,male,2,acting,yes,2208382,brown,8,10,673,gandhinagar,17,hindi,yes,12,20,hiphop,no,no,virtual,fluffy,not so often
married,59,male,4,volunteering,yes,4492854,black,2,0,2305,chandigarh,6,kannada,no,17,8,hiphop,yes,yes,augmented,matte,yes
divorced,18,male,3,watching,yes,4782671,black,3,8,263,agartala,5,hindi,yes,23,12,metallic,yes,no,virtual,fluffy,yes
unmarried,41,female,4,singing,no,104907,white,2,9,831,srinagar,2,kannada,yes,16,20,romantic,yes,no,outdoor,soft,not so often
married,6,female,1,traveling,yes,571428,red,2,5,519,imphal,9,bengali,yes,15,33,hiphop,yes,no,augmented,fluffy,no
divorced,19,female,3,sports,yes,7135245,purple,1,8,1542,raipur,9,telugu,no,16,10,jaaz,yes,yes,virtual,soft,not so often
married,19,female,3,sleeping,no,8973395,green,3,10,337,raipur,9,telugu,yes,12,6,hiphop,yes,no,outdoor,fluffy,no
divorced,7,female,1,reading,yes,980184,blue,1,10,673,hyderbad,9,hindi,yes,15,34,mashups,no,yes,virtual,matte,yes
unmarried,53,female,2,dancing,no,218690,green,2,12,519,bangalore,6,malayalam,yes,12,39,mashups,no,yes,augmented,soft,no
widow,29,male,2,singing,yes,589089,grey,1,11,2202,bangalore,16,malayalam,yes,14,27,soft,no,yes,outdoor,soft,not so often
unmarried,30,male,3,watching,yes,1884102,blue,2,9,2305,gandhinagar,3,hindi,yes,6,19,soft,yes,no,outdoor,soft,not so often
married,7,male,2,cooking,no,1069422,white,1,8,263,shimla,4,bengali,yes,24,14,folk,no,yes,indoor,fluffy,no
married,24,female,2,acting,no,9258371,grey,2,5,2334,kohima,15,malayalam,yes,5,18,hiphop,yes,no,virtual,silky,yes
unmarried,31,female,3,cooking,yes,949312,black,2,12,370,chandigarh,9,hindi,yes,22,38,soft,yes,no,outdoor,fluffy,no
married,8,male,3,volunteering,no,2651024,purple,2,10,897,shimla,10,telugu,no,12,23,mashups,no,no,virtual,silky,yes
